0	-18.636526	0.017365	7798.742188	-39.793514
1	-inf	0.000000	7949.685547	-96.033813
2	-inf	0.000000	7949.685547	-95.784485
3	-inf	0.000000	7949.685547	inf
4	-inf	0.000000	7949.685547	inf
5	-inf	0.000000	7949.685547	inf
6	-inf	0.000000	7949.685547	inf
7	-inf	0.000000	7949.685547	inf
8	-inf	0.000000	7949.685547	inf
9	-inf	0.000000	7949.685547	inf
10	-inf	0.000000	7949.685547	inf
11	-inf	0.000000	7949.685547	inf
12	-inf	0.000000	7949.685547	inf
13	-inf	0.000000	7949.685547	inf
14	-inf	0.000000	7949.685547	inf
15	-inf	0.000000	7949.685547	inf
16	-inf	0.000000	7949.685547	inf
17	-inf	0.000000	7949.685547	inf
18	-inf	0.000000	7949.685547	inf
19	-inf	0.000000	7949.685547	inf
20	-inf	0.000000	7949.685547	inf
21	-inf	0.000000	7949.685547	inf
22	-inf	0.000000	7949.685547	inf
23	-inf	0.000000	7949.685547	inf
24	-inf	0.000000	7949.685547	inf
25	-inf	0.000000	7949.685547	inf
26	-inf	0.000000	7949.685547	inf
27	-inf	0.000000	7949.685547	inf
28	-inf	0.000000	7949.685547	inf
29	-inf	0.000000	7949.685547	inf
30	-inf	0.000000	7949.685547	inf
31	-inf	0.000000	7949.685547	inf
32	-inf	0.000000	7949.685547	inf
33	-inf	0.000000	7949.685547	inf
34	-inf	0.000000	7949.685547	inf
35	-inf	0.000000	7949.685547	inf
36	-inf	0.000000	7949.685547	inf
37	-inf	0.000000	7949.685547	inf
38	-inf	0.000000	7949.685547	inf
39	-inf	0.000000	7949.685547	inf
40	-inf	0.000000	7949.685547	inf
41	-inf	0.000000	7949.685547	inf
42	-inf	0.000000	7949.685547	inf
43	-inf	0.000000	7949.685547	inf
44	-74.044312	0.000146	2515.723389	inf
45	-73.334526	0.000169	1962.264160	inf
46	-73.567276	0.000151	2465.408691	inf
47	-73.628639	0.000153	2364.779785	inf
48	-73.511314	0.000159	2213.836426	inf
49	-72.268456	0.000189	1710.691772	inf
50	-73.165703	0.000167	1559.748413	inf
51	-73.479652	0.000164	1911.949707	inf
52	-75.212776	0.000133	2566.037842	inf
53	-74.597733	0.000142	2817.610107	inf
54	-72.962502	0.000179	1559.748413	inf
55	-72.663033	0.000177	2163.521973	inf
56	-71.818260	0.000220	905.660400	inf
57	-72.245926	0.000190	1610.062866	inf
58	-72.418480	0.000197	1207.547119	inf
59	-69.502731	0.000292	402.515717	inf
60	-73.097076	0.000166	1911.949707	inf
61	-72.652779	0.000186	1610.062866	inf
62	-76.058144	0.000125	2163.521973	inf
63	-72.203735	0.000202	1157.232666	inf
64	-61.305840	0.000586	1207.547119	inf
65	-55.092903	0.001412	1257.861694	inf
66	-34.284912	0.011765	654.088074	inf
67	-28.397385	0.028974	452.830200	inf
68	-27.723070	0.022346	503.144653	inf
69	-23.827864	0.044724	955.974854	inf
70	-22.017462	0.053903	654.088074	inf
71	-21.686579	0.054271	1106.918213	inf
72	-18.599043	0.081596	955.974854	inf
73	-18.591763	0.085806	955.974854	inf
74	-18.295856	0.088477	905.660400	inf
75	-18.010601	0.085700	1006.289307	inf
76	-15.994376	0.116746	1106.918213	inf
77	-15.805840	0.120256	1106.918213	inf
78	-14.753725	0.136419	1006.289307	inf
79	-13.770391	0.142228	1106.918213	inf
80	-12.467856	0.175272	1106.918213	inf
81	-14.146855	0.145064	905.660400	inf
82	-16.333193	0.111485	754.716980	inf
83	-17.537424	0.093712	754.716980	inf
84	-16.925949	0.103179	553.459106	inf
85	-15.658299	0.129390	452.830200	inf
86	-17.763729	0.099658	503.144653	inf
87	-16.980431	0.112679	452.830200	inf
88	-17.300474	0.107565	352.201263	inf
89	-17.724272	0.096844	352.201263	inf
90	-18.180309	0.098423	301.886780	inf
91	-17.433880	0.107915	352.201263	inf
92	-19.686203	0.085393	352.201263	inf
93	-21.292202	0.073448	201.257858	inf
94	-23.059822	0.061624	251.572327	inf
95	-23.089272	0.062003	201.257858	inf
96	-25.463440	0.044740	201.257858	inf
97	-25.367649	0.043744	402.515717	inf
98	-29.280966	0.027985	251.572327	inf
99	-33.767887	0.016828	301.886780	inf
100	-37.786259	0.010446	251.572327	inf
101	-46.992172	0.003826	301.886780	inf
102	-43.523907	0.005719	352.201263	inf
103	-42.826370	0.005997	251.572327	inf
104	-46.513958	0.003682	603.773560	inf
105	-53.954475	0.001572	704.402527	inf
106	-59.611160	0.000844	1861.635254	inf
107	-59.234947	0.000888	1559.748413	inf
108	-56.106503	0.001184	1459.119507	inf
109	-52.790432	0.001789	754.716980	inf
110	-59.044823	0.000874	1610.062866	inf
111	-58.595703	0.000970	1408.805054	inf
112	-59.731197	0.000815	1811.320801	inf
113	-54.671555	0.001520	754.716980	inf
114	-56.182430	0.001345	754.716980	inf
115	-56.433922	0.001280	1056.603760	inf
116	-59.668819	0.000843	1408.805054	inf
117	-59.898403	0.000791	1660.377319	inf
118	-60.118069	0.000760	1710.691772	inf
119	-57.540302	0.001059	1106.918213	inf
120	-35.936592	0.011108	352.201263	inf
121	-35.430862	0.013002	251.572327	inf
122	-46.368217	0.003766	503.144653	inf
123	-48.457726	0.002971	352.201263	inf
124	-38.138878	0.010364	251.572327	inf
125	-29.891088	0.028494	201.257858	inf
126	-27.700562	0.037337	201.257858	inf
127	-26.121040	0.044147	201.257858	inf
128	-24.442766	0.052616	201.257858	inf
129	-23.006187	0.063366	201.257858	inf
130	-22.904650	0.062028	201.257858	inf
131	-22.894924	0.062252	201.257858	inf
132	-18.152258	0.095290	251.572327	inf
133	-16.274855	0.118259	402.515717	inf
134	-14.471786	0.138181	603.773560	inf
135	-13.064854	0.158956	754.716980	inf
136	-12.056952	0.186450	1006.289307	inf
137	-12.056732	0.199207	955.974854	inf
138	-13.908031	0.154344	1056.603760	inf
139	-14.746525	0.135791	1006.289307	inf
140	-14.743147	0.127309	754.716980	inf
141	-15.387617	0.120524	955.974854	inf
142	-14.067473	0.136345	855.345886	inf
143	-16.080835	0.117456	805.031433	inf
144	-21.529001	0.073312	603.773560	inf
145	-21.860043	0.066488	603.773560	inf
146	-18.852781	0.093505	352.201263	inf
147	-16.638948	0.116442	251.572327	inf
148	-15.201070	0.140436	654.088074	inf
149	-15.588634	0.130673	603.773560	inf
150	-18.153793	0.089008	452.830200	inf
151	-27.049328	0.034994	654.088074	inf
152	-27.524061	0.034977	201.257858	inf
153	-30.917242	0.024014	251.572327	inf
154	-32.570107	0.020813	251.572327	inf
155	-30.375505	0.026615	251.572327	inf
156	-30.277933	0.026916	251.572327	inf
157	-26.912130	0.040123	251.572327	inf
158	-23.246347	0.060768	301.886780	inf
159	-18.946152	0.099990	251.572327	inf
160	-17.302958	0.121278	251.572327	inf
161	-16.680262	0.127967	301.886780	inf
162	-16.504221	0.131217	251.572327	inf
163	-15.050432	0.155659	251.572327	inf
164	-15.345566	0.150527	251.572327	inf
165	-15.733929	0.145114	251.572327	inf
166	-15.540696	0.144274	251.572327	inf
167	-15.913185	0.140470	251.572327	inf
168	-17.010601	0.123581	251.572327	inf
169	-16.374050	0.128397	251.572327	inf
170	-16.409418	0.128999	251.572327	inf
171	-17.336445	0.111710	352.201263	inf
172	-17.061422	0.112277	553.459106	inf
173	-17.102083	0.113373	553.459106	inf
174	-17.826944	0.101696	805.031433	inf
175	-17.672487	0.103753	905.660400	inf
176	-18.898409	0.090355	855.345886	inf
177	-21.216597	0.067130	654.088074	inf
178	-20.672253	0.074463	553.459106	inf
179	-21.556309	0.066985	352.201263	inf
180	-22.977892	0.057024	301.886780	inf
181	-22.131414	0.065805	301.886780	inf
182	-25.090792	0.047205	201.257858	inf
183	-24.075422	0.053543	150.943390	inf
184	-25.423040	0.045252	150.943390	inf
185	-24.297632	0.053546	150.943390	inf
186	-27.413942	0.037487	150.943390	inf
187	-29.704857	0.028821	150.943390	inf
188	-32.611847	0.020958	150.943390	inf
189	-35.545784	0.014763	150.943390	inf
190	-36.485291	0.013218	150.943390	inf
191	-37.402195	0.011947	150.943390	inf
192	-40.166698	0.008664	150.943390	inf
193	-45.894604	0.004457	201.257858	inf
194	-48.987942	0.003167	150.943390	inf
195	-48.745403	0.003294	251.572327	inf
196	-52.456371	0.002116	402.515717	inf
197	-58.141750	0.000968	603.773560	inf
